SITC Categories,Item Cat 1,Item Cat 2
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,"Other made-up clothing accessories; parts of garments or of clothing, not knitted or crocheted"
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,"Graduated compression hosiery (e.g. stockings for varicose veins), knitted or crocheted"
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,"Other panty hose and tights, knitted or crocheted"
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,"Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex, knitted or crocheted"
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,"Other hosiery, knitted or crocheted"
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,"Gloves, mittens and mitts impregnated, coated or covered with plastics or rubber, knitted or crocheted"
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,"Other gloves, mittens and mitts, knitted or crocheted"
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,"Shawls, scarves, mufflers, mantillas, veils and the like, knitted or crocheted"
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,"Made-up clothing accessories, n.e.s.; parts of garments or of clothing accessories, knitted or crocheted"
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,Articles of apparel of leather or of composition leather
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,"Gloves, mittens and mitts, not designed for use in sports, of leather or of composition leather"
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,Belts and bandoliers of leather or of composition leather
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,Other clothing accessories of leather or of composition leather
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,"Articles of apparel and clothing accessories, of plastics"
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,"Gloves, mittens and mitts of vulcanized rubber"
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,"Other articles of apparel and clothing accessories, for all purposes, of vulcanized rubber (other than hard rubber) "
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,Articles of furskin
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,Artificial fur and articles thereof
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed"
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric in the piece (but not in strips), whether or not lined or trimmed; hairnets of any material, whether or not lined or trimmed"
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,"Safety headgear, whether or not lined or trimmed"
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,"Headgear, n.e.s., of rubber or plastics, whether or not lined or trimmed."
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,"Headbands, linings, covers, hat foundations, hat frames, peaks and chin-traps, for headgear"
Miscellaneous manufactured items,Articles of apparel and clothing accessories ,"Headgear, n.e.s., of materials other than rubber or plastics "
Miscellaneous manufactured items,Footwear,"Waterproof footwear incorporating a protective metal toecap, not including sports footwear, with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes "
Miscellaneous manufactured items,Footwear,"Footwear, non-waterproof, incorporating a protective metal toecap, not including sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers of leather"
Miscellaneous manufactured items,Footwear,"Ski boots, cross-country ski footwear and snowboard boots with outer soles and uppers of rubber or plastics "
Miscellaneous manufactured items,Footwear,"Ski boots, cross-country ski footwear and snowboard boots with outer soles of rubber, plastics, leather or composition leather and uppers of leather"
Miscellaneous manufactured items,Footwear,"Other sports footwear, with outer soles and uppers of rubber or plastics"
Miscellaneous manufactured items,Footwear,"Other sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers of leather."
Miscellaneous manufactured items,Footwear,"Tennis shoes, basketball shoes, gym shoes, training shoes and the like with outer soles of rubber or plastics"
